Name,Country,City,Screening Date - Year,Screening Date - Month,Screening Date - Day,Local Release Title,Original Release Title,US Release Title or English Translation,Director,Year of Production,Country of Production,Duration,Series Theme,Nature of Screening,Provenance of Print,Other Notes
Gente de Cine,Argentina,Buenos Aires,1953,July,18 and 19,Pimpollos rotos,Broken Blossoms,Broken Blossoms,D.W. Griffith,1919,United States,feature,De la obra de D.W. Griffith,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,,,La madre,Mat,Mother,Vsevolod Pudovkin,1926,Soviet Union,feature,Homenaje a Vsevolod Pudovkin,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,El cadáver vivient,Zhivoy drup,The Living Corpse,Fyodor Ozep,1929,Soviet Union,feature,Homenaje a Vsevolod Pudovkin,,,
Gente de Cine,Argentina,Buenos Aires,1953,August,1 and 2,Civilización,Civilization,Civilization,Thomas Ince,1912,United States,feature,Un film de Thomas H. Ince,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Parsifal,Parsifal,Parsifal,Mario Caserini,1912,Italy,feature,Primitivo italiano,,,
Gente de Cine,Argentina,Buenos Aires,1953,August,15 and 16,En el país de Jauja,Hans Trutz in Schlaraffenland ,Hans Trutz in Never-Never Land,Paul Wegener,1917,Germany,short,Primitivos alemanes,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,August,8 and 9,Danton,Danton,Danton,Dmitri Buchowetzki,1921,Germany,feature,Primitivos alemanes,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,August,22 and 23,El nacimiento del cine,Naissance du cinéma,The Birth of Cinema,Roger Leenhardt,1945,France,short,Primitivos franceses,,,Lumière films
Gente de Cine,Argentina,Buenos Aires,1953,"July, August","24, 22 and 23",El hombre de la cabeza de caucho,L'Homme à la tête en caoutchouc,Man with the Rubber Head,Georges Méliès,1901,France,short,Primitivos franceses,,,
Gente de Cine,Argentina,Buenos Aires,1953,"July, August","24, 22 and 23",Diez mujeres para un marido,Dix femmes pour un mari,Ten Wives for One Husband,Georges Hatot,1905,France,short,Primitivos franceses,,,
Gente de Cine,Argentina,Buenos Aires,1953,"July, August","24, 22 and 23",Los invisibles,Les invisibles,Invisible Thief,Gaston Velle,1906,France,short,Primitivos franceses,,,
Gente de Cine,Argentina,Buenos Aires,1953,"July, August","24, 22 and 23",Unknown,Un drame chez les fantôches,A Puppet's Drama,Émile Cohl,1908,France,short,Primitivos franceses,,,
Gente de Cine,Argentina,Buenos Aires,1953,"July, August","24, 22 and 23",El asesinato del duque de Guisa,L'assassinat du Duc de Guise,The Assassination of the Duc of Guise,"Charles le Bargy, Andrés Calmettes",1908,France,short,Primitivos franceses,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,"July, August","24, 22 and 23",Petit Moritz rapta a Rosalie,Little Moritz enlève Rosalie,Little Moritz Kidnaps Rosalie,Henri Gambart,1911,France,short,Primitivos franceses,,,
Gente de Cine,Argentina,Buenos Aires,1953,"July, August","24, 22 and 23",La conquista del Polo,A la conquête du Pole,The Conquest of the Pole,Georges Méliès,1912,France,short,Primitivos franceses,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,August,8 and 9,Ana y Elisabeth,Anna und Elisabeth,Anna and Elizabeth,Frank Wysbar,1933,Germany,feature,De la obra de Frank Wysbar,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,August,15 and 16,La barquera María,Fährmann María ,Ferryman Maria,Frank Wysbar,1936,Germany,feature,De la obra de Frank Wysbar,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,August,28 and 29,Ritmo 21,Rhythmus 21,Rhythmus 21,Hans Richter,1921,Germany,short,Vanguardia alemana,,,
Gente de Cine,Argentina,Buenos Aires,1953,August,28 and 29,Sinfonía diagonal,Diagonal-Symphonie,Symphonie Diagonale,Viking Eggeling,1921,Germany,short,Vanguardia alemana,,,
Gente de Cine,Argentina,Buenos Aires,1953,August,28 and 29,La caracola y el clérigo,La coquille et le clergyman,La coquille et le clergyman,Germaine Dulac,1926,France,short,Vanguardia francesa,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,August,28 and 29,Emak Bakia,Emak Bakia,Emak Bakia,Man Ray,1927,France,short,Vanguardia francesa,,,
Gente de Cine,Argentina,Buenos Aires,1953,August,28 and 29,La estrella del mar,L'étoile de mer,L'étoile de mer,Man Ray,1928,France,short,Vanguardia francesa,,,
Gente de Cine,Argentina,Buenos Aires,1953,August,28 and 29,Tema y variaciones,Thèmes et variations,Theme and Variations,Germaine Dulac,1929,France,short,Vanguardia francesa,,,
Gente de Cine,Argentina,Buenos Aires,1953,August,28 and 29,Un perro andaluz,Un chien andalou,Un chien andalou,Luis Buñuel,1929,France,short,Vanguardia francesa,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,September,4,La reina del hampa,Casque d'or,Casque d'or,Jacques Becker,1952,France,feature,Un film de Jacques Becker,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1953,September,12 and 13,Narración de un fresco,Racconto da un affresco,Narration of a Fresco,"Luciano Emmer, Enrico Gras",1938,Italy,short,De la obra de Enrico Gras,,,
Gente de Cine,Argentina,Buenos Aires,1953,September,5 and 6,La ciudad frente al río,La ciudad frente al río,The City Facing the River,Enrico Gras,1948,Argentina,short,De la obra de Enrico Gras,,,
Gente de Cine,Argentina,Buenos Aires,1953,September,12 and 13,Pupila al viento,Pupila al viento,Pupil in the Wind,"Enrico Gras, Danilo Trelles",1949,Uruguay,short,De la obra de Enrico Gras,,,
Gente de Cine,Argentina,Buenos Aires,1953,September,19 and 20,"Turay, enigma de las llanuras","Turay, enigma de las llanuras","Turay, Enigma of the Plains",Enrico Gras,1950,Argentina,short,De la obra de Enrico Gras,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,September,5 and 6,Artigas,Artigas,Artigas,Enrico Gras,1951,Uruguay,short,De la obra de Enrico Gras,,,
Gente de Cine,Argentina,Buenos Aires,1953,May,2,"Castilla, soldado de la ley","Castilla, soldado de la ley","Castilla, soldier of law",Enrico Gras,1953,Peru,short,De la obra de Enrico Gras,preview screening,Courtesy of producer Franklin Urtonga,
Gente de Cine,Argentina,Buenos Aires,1953,May,2,Machu Picchu,Machu Picchu,Machu Picchu,Enrico Gras,1953,Peru,short,De la obra de Enrico Gras,preview screening,Courtesy of producer Franklin Urtonga,
Gente de Cine,Argentina,Buenos Aires,1953,September,19 and 20,Rogelio Yrurtia,Rogelio Yrurtia,Rogelio Yrurtia,Enrico Gras,1953,Argentina,short,De la obra de Enrico Gras,,,
Gente de Cine,Argentina,Buenos Aires,1953,September,19 and 20,Plaza de Mayo,Plaza de Mayo,Plaza de Mayo,Enrico Gras,1953,Argentina,short,De la obra de Enrico Gras,,,
Gente de Cine,Argentina,Buenos Aires,1953,September,26 and 27,Aventura de los siglos,Aventura de los siglos,Adventure Across the Centuries,Enrico Gras,1953,Argentina,short,De la obra de Enrico Gras,,,
Gente de Cine,Argentina,Buenos Aires,1953,September,26 and 27,Don Segundo Sombra,Don Segundo Sombra,Don Segundo Sombra,Enrico Gras,1953,Argentina,short,De la obra de Enrico Gras,,,
Gente de Cine,Argentina,Buenos Aires,1953,September,12 and 13,París que duerme,Paris qui dort,The Crazy Ray,René Clair,1923,France,feature,Homenaje a René Clair,,,
Gente de Cine,Argentina,Buenos Aires,1953,September,19 and 20,El fantasma de la paja de Italia,Le fantôme du Moulin-Rouge,Le fantôme du Moulin-Rouge,René Clair,1924,France,feature,Homenaje a René Clair,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Entre acto,Entr'acte,Entr'acte,René Clair,1924,France,short,Homenaje a René Clair,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,,,El viaje imaginario,Le voyage imaginaire,Le voyage imaginaire,René Clair,1925,France,feature,Homenaje a René Clair,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,,,La presa del viento,Le proie du vent,La proie du vent,René Clair,1926,France,feature,Homenaje a René Clair,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,September,26 and 27,Un sombrero de paja de Italia,Un chapeau de paille d'Italie,The Italian Straw Hat,René Clair,1927,France,feature,Homenaje a René Clair,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,October,3 and 4,La torre,La tour,The Tower,René Clair,1927,France,feature,Homenaje a René Clair,,,
Gente de Cine,Argentina,Buenos Aires,1953,September,5 and 6,El millón,Le million,Le million,René Clair,1931,France,feature,Homenaje a René Clair,,,
Gente de Cine,Argentina,Buenos Aires,1953,October,3 and 4,"Para nosotros, la libertad",À nous la liberté,À nous la liberté,René Clair,1932,France,feature,Homenaje a René Clair,,,
Gente de Cine,Argentina,Buenos Aires,1953,October,18 and 23,París que ríe,14 Juillet,Bastille Day,René Clair,1933,France,feature,Homenaje a René Clair,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,October,10 and 11,El último millonario,Le dernier milliardaire,The Last Millionaire,René Clair,1934,France,feature,Homenaje a René Clair,,,
Gente de Cine,Argentina,Buenos Aires,1953,October,24 and 25,El espectro errante,The Ghost Goes West,The Ghost Goes West,René Clair,1935,United Kingdom,feature,Homenaje a René Clair,,,
Gente de Cine,Argentina,Buenos Aires,1953,"October, November",31 and 1,Un muerto que huye,Break the News,Break the News,René Clair,1938,United States,feature,Homenaje a René Clair,,,
Gente de Cine,Argentina,Buenos Aires,1953,November,7 and 8,Pasión fatal,The Flame of New Orleans,The Flame of New Orleans,René Clair,1941,United States,feature,Homenaje a René Clair,,,
Gente de Cine,Argentina,Buenos Aires,1953,November,14 and 15,Me casé con una bruja,I Married a Witch,I Married a Witch,René Clair,1942,United States,feature,Homenaje a René Clair,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,November,21 and 22,Sucedió mañana,It Happened Tomorrow,It Happened Tomorrow,René Clair,1943,United States,feature,Homenaje a René Clair,,,
Gente de Cine,Argentina,Buenos Aires,1953,November,28 and 29,El silencio es de oro,Le silence est d'or,Man About Town,René Clair,1947,France,feature,Homenaje a René Clair,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Beldades nocturnas,Les belles-de-nuit,Beauties of the Night,René Clair,1952,France,feature,Homenaje a René Clair,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1953,September,18,Unknown,Fiddle-de-dee,Fiddle-de-dee,Norman McLaren,1947,Canada,short,Films de Norman McLaren,,,
Gente de Cine,Argentina,Buenos Aires,1953,September,18,Unknown,A Little Phantasy on a Nineteenth-Century Painting,A Little Phantasy on a Nineteenth-Century Painting,Norman McLaren,1946,Canada,short,Films de Norman McLaren,,,
Gente de Cine,Argentina,Buenos Aires,1953,September,18,Unknown,Begone Dull Care,Begone Dull Care,Norman McLaren,1950,Canada,short,Films de Norman McLaren,,,
Gente de Cine,Argentina,Buenos Aires,1953,September,18,Unknown,Boogie-Doodle,Boogie-Doodle,Norman McLaren,1941,Canada,short,Films de Norman McLaren,,,
Gente de Cine,Argentina,Buenos Aires,1953,September,18,Unknown,Stars and Stripes,Stars and Stripes,Norman McLaren,1939,United States,short,Films de Norman McLaren,,,
Gente de Cine,Argentina,Buenos Aires,1953,September,18,Unknown,Pen Point Percussion,Pen Point Percussion,Norman McLaren,1951,Canada,short,Films de Norman McLaren,,,
Gente de Cine,Argentina,Buenos Aires,1953,September,18,Unknown,Loops,Loops,Norman McLaren,1940,Canada,short,Films de Norman McLaren,,,
Gente de Cine,Argentina,Buenos Aires,1953,September,18,Unknown,Dots,Dots,Norman McLaren,1940,Canada,short,Films de Norman McLaren,,,
Gente de Cine,Argentina,Buenos Aires,1953,September,18,Unknown,Two Bagatelles,Two Bagatelles,Norman McLaren,1953,Canada,short,Films de Norman McLaren,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Ideitas,Ideitas,Ideitas,Víctor Iturralde,1953,Argentina,short,Films de Víctor Iturralde,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Hic!,Hic!,Hic!,Víctor Iturralde,1953,Argentina,short,Films de Víctor Iturralde,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Ladrón de bicicletas,Ladri di biciclette,Ladri di biciclette,Vittorio de Sica,1948,Italy,feature,Homenaje a Vittorio de Sica,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Guillermo Tell,Wilhelm Tell,William Tell,Heinz Paul,1933,"Germany, Switzerland",feature,La leyenda heróica,,,
Gente de Cine,Argentina,Buenos Aires,1953,November,6,Pescadores de la Islandia,Pecheur d'Islande,Pecheur d'Islande,Jacques de Baroncelli,1924,France,feature,Homenaje personal a Charles Vanel,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Piel de durazno,Peau de pêche,Peach Skin,"Jean Benoit-Lévy, Marie Epstein",1928,France,feature,De la obra de Jean Benoit Levy y Marie Epstein,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Almas de niños,Âmes d'enfants,Âmes d'enfants,"Jean Benoît-Lévy, Marie Epstein",1926,France,short,De la obra de Jean Benoit Levy y Marie Epstein,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,El brujo blanco,Itto,Itto,"Jean Benoît-Lévy, Marie Epstein",1934,France,feature,De la obra de Jean Benoit Levy y Marie Epstein,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,La niñez de Máximo Gorki,Detstvo Gorkogo,The Childhood of Maxim Gorky,Mark Donskoi,1938,Soviet Union,feature,La biografía soviética,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,La leyenda de Gosta Berling,Gösta Berlings saga,Gösta Berlings saga,Mauritz Stiller,1923,Sweden,feature,La revelación de Greta Garbo,,,
Gente de Cine,Argentina,Buenos Aires,1954,January,15,Mata Hari,Mata Hari,Mata Hari,George Fitzmaurice,1931,United States,feature,La mujer fatal,,,
Gente de Cine,Argentina,Buenos Aires,1954,January,15,Venganza corsa,La vengeance corse,The Corsican's Vengeance,Louis Feuillade,1907,France,short,,,,
Gente de Cine,Argentina,Buenos Aires,1954,January,22,Deslices,Riptide,Riptide,Edmund Goulding,1933,United States,feature,La mujer fatal,,,
Gente de Cine,Argentina,Buenos Aires,1954,January,22,Tosca,Tosca,Tosca,Alfredo de Antoni,1918,Italy,feature,La mujer fatal,fragment,,
Gente de Cine,Argentina,Buenos Aires,1954,January,29,Fuego purificador,,,,,,,La mujer fatal,fragment,,Starring Mya May
Gente de Cine,Argentina,Buenos Aires,1954,January,29,Tu eres mío,Hold Your Man,Hold Your Man,Sam Wood,1932,United States,feature,La mujer fatal,,,
Gente de Cine,Argentina,Buenos Aires,1954,February,5,Barro mágico,Uncommon Clay,Uncommon Clay,Thomas Crave,1952,United States,short,Films de vanguardia,,,
Gente de Cine,Argentina,Buenos Aires,1954,February,5,Redes del atardecer,Meshes of the Afternoon,Meshes of the Afternoon,Maya Deren,1943,United States,short,Films de vanguardia,repeat,,
Gente de Cine,Argentina,Buenos Aires,1954,February,5,Pintura abstracta,Painting an Abstraction (Using Planes),Painting an Abstraction (Using Planes),Eliot O'Hara,1950,United States,short,Films de vanguardia,,,
Gente de Cine,Argentina,Buenos Aires,1954,February,5,El día de la madre,Mother's Day,Mother's Day,James Broughton,1948,United States,short,Films de vanguardia,,,
Gente de Cine,Argentina,Buenos Aires,1954,February,5,Líneas divisorias,Boundary Lines,Boundary Lines,Philip Stapp,1946,United States,short,Films de vanguardia,,,
Gente de Cine,Argentina,Buenos Aires,1954,February,5,Un extra de Hollywood,The Life and Death of 9413: A Hollywood Extra,The Life and Death of 9413: A Hollywood Extra,"Robert Florey, Slavko Vorkapich",1928,United States,short,Films de vanguardia,,,
Gente de Cine,Argentina,Buenos Aires,1954,February,12,Alma de esclavo AKA El milagro del soldado Iván,Unknown,Unknown,Yakov Protazanov,1918,Soviet Union,unknown,Orígenes del cine ruso,,,
Gente de Cine,Argentina,Buenos Aires,1954,February,12,Un día de libertad,,,Aleksander Room,1929,Soviet Union,unknown,Orígenes del cine ruso,,,
Gente de Cine,Argentina,Buenos Aires,1954,February,19,Celos,Varieté AKA Eifersucht,Varieté,Karl Grune,1925,Germany,feature,La mujer fatal,"repeat, fragment",,
Gente de Cine,Argentina,Buenos Aires,1954,February,19,Fatalidad,Dishonored,Dishonored,Josef von Sternberg,1931,United States,feature,La mujer fatal,repeat,,
Gente de Cine,Argentina,Buenos Aires,1954,February,26,Alarune AKA La Mandragora,Alarune,Alarune,Henrik Galeen,1928,Germany,feature,La mujer fatal,,,
Gente de Cine,Argentina,Buenos Aires,1954,February,26,No es pecado,Belle of the Nineties,Belle of the Nineties,Leo McCarey,1934,United States,feature,La mujer fatal,,,
Gente de Cine,Argentina,Buenos Aires,1954,March,5,Naná,Nana,Nana,Jean Renoir,1926,France,feature,La mujer fatal,repeat,,
Gente de Cine,Argentina,Buenos Aires,1954,March,5,La mujer marcada,Marked Woman,Marked Woman,Lloyd Bacon,1935,United States,feature,La mujer fatal,,,
Gente de Cine,Argentina,Buenos Aires,1954,March,12,Lulu AKA La caja de Pandora,Die büchse der Pandora,Pandora's Box,Georg Wilhelm Pabst,1929,Germany,feature,La mujer fatal,repeat,,
Gente de Cine,Argentina,Buenos Aires,1954,March,12,Éxtasis,Ektase,Ecstasy,Gustav Machaty,1933,Czechoslovakia,feature,La mujer fatal,,,
Gente de Cine,Argentina,Buenos Aires,1954,March,19,Tierra de ensueño AKA El pico de oro,Zolotoy klyuv,Golden Beak,Yevgeni Chervyakov,1928,Soviet Union,feature,Orígenes del cine ruso,,,
Gente de Cine,Argentina,Buenos Aires,1954,March,19,Iván el Terrible,Ivan Grozni,Ivan the Terrible ,Turi Taritsch,1927,Soviet Union,feature,Orígenes del cine ruso,,,
Gente de Cine,Argentina,Buenos Aires,1955,January,7,El Cristo prohibido,Il Cristo proibito,The Forbidden Christ,Curzio Malaparte,1951,Italy,feature,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1955,January,14,Hamlet,Hamlet,Hamlet,Laurence Olivier,1948,United Kingdom,feature,,,,
