Nombre del club,País,Ciudad,Año de la proyección,Mes de la proyección ,Día de la proyección,Título en español,Título original,Director,Año de producción,País de producción,Corto/largometraje,Ciclo,Lugar de proyección,"Tipo de proyección (repetiticiones, fragmentoos)",Procedencia,Otras notes
Gente de Cine,Argentina,Buenos Aires,1952,,,Poco agradecido,,Pathé,,Francia,corto,Primitivos Franciases e italianos (1904-1913),,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Los tres vecinos,,Pathé,,Francia,corto,Primitivos Franciases e italianos (1904-1913),,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Salteadores de bancos,,Éclair,,Francia,corto,Primitivos Franciases e italianos (1904-1913),,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Venganza corsa,,Gaumont,,Francia,corto,Primitivos Franciases e italianos (1904-1913),,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,El pequeño duque,,Gaumont,,Francia,corto,Primitivos Franciases e italianos (1904-1913),,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,La mania del balero,,Gaumont,,Francia,corto,Primitivos Franciases e italianos (1904-1913),,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Blanca Nieves y los siete enanos,,Gaumont,,Francia,corto,Primitivos Franciases e italianos (1904-1913),,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,La otra madre,,Gaumont,,Francia,corto,Primitivos Franciases e italianos (1904-1913),,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,El anillo de la novia,,Gaumont,,Francia,corto,Primitivos Franciases e italianos (1904-1913),,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,El corazón de una madre,,Ambrosio,,Italia,corto,Primitivos Franciases e italianos (1904-1913),,,elsewhere attributed to Gaumont,
Gente de Cine,Argentina,Buenos Aires,1952,,,El duelo de Polidoro,Il primo duello di Polidor,Ferdinand Guillaume,1913,Italia,corto,Primitivos Franciases e italianos (1904-1913),,,,
Gente de Cine,Argentina,Buenos Aires,1952,julio,5,La favorita del puerto,La marie du Port,Marcel Carné,1949,Francia,largometraje,De la reciente producción Franciasa,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1952,junio,14,Orfeo,Orphée,Jean Cocteau,1950,Francia,largometraje,De la reciente producción Franciasa,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1952,junio,7,El hijo rebelde,Le garçon sauvage,Jean Delannoy,1951,Francia,largometraje,De la reciente producción Franciasa,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1952,junio,21,Eduardo y Carolina,Edouard et Caroline,Jacques Becker,1951,Francia,largometraje,De la reciente producción Franciasa,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1952,junio,5,Bajo el cielo de París,Sous le ciel de Paris,Julien Duvivier,1951,Francia,largometraje,De la reciente producción Franciasa,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Cuatro pasos en las nubes,Quatro passi fra le navole,Alessandro Blasetti,1942,Italia,largometraje,Pre-neorrealismo y neorrealismo italiano,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Los niños nos miran,I bambini ci guardano,Vittorio de Sica,1943,Italia,largometraje,Pre-neorrealismo y neorrealismo italiano,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,La puerta del cielo,La porta del cielo,Vittorio de Sica,1944,Italia,largometraje,Pre-neorrealismo y neorrealismo italiano,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Uno entre la multitud,Uno tra la folla,Ennio Cerlesi,1945,Italia,largometraje,Pre-neorrealismo y neorrealismo italiano,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1952,junio,6,,Paisà,Roberto Rossellini,1946,Italia,largometraje,Pre-neorrealismo y neorrealismo italiano,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Un día en la vida,Un giorno nella vita,Alessandro Blasetti,1946,Italia,largometraje,Pre-neorrealismo y neorrealismo italiano,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,,Montecassino,Arturo Gemmiti,1946,Italia,largometraje,Pre-neorrealismo y neorrealismo italiano,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Rivalidad,Preludio d'amore,Giovanni Paolucci,1946,Italia,largometraje,Pre-neorrealismo y neorrealismo italiano,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,,Roma citta libera,Marcello Pagliero,1946,Italia,largometraje,Pre-neorrealismo y neorrealismo italiano,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1952,agosto,24,El desconocido de San Marino,La sconociuto di San Marino,Vittorio Cottafavi,1947,Italia,largometraje,Pre-neorrealismo y neorrealismo italiano,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Juventud perdida,Gioventu perduta,Pietro Germi,1947,Italia,largometraje,Pre-neorrealismo y neorrealismo italiano,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Navidad en el campo 119,Natale al campo 119,Pietro Francisi,1947,Italia,largometraje,Pre-neorrealismo y neorrealismo italiano,,,,
Gente de Cine,Argentina,Buenos Aires,1952,diciembre,19,Caza trágica,Caccia tragica,Giuseppe de Santis,1947,Italia,largometraje,Pre-neorrealismo y neorrealismo italiano,,,Cinematográfica Libertador,
Gente de Cine,Argentina,Buenos Aires,1952,,,El milagro,Il miracolo,Roberto Rossellini,1948,Italia,largometraje,Pre-neorrealismo y neorrealismo italiano,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Bajo el sol de Roma,Sotto il sole di Roma,Renato Castellani,1948,Italia,largometraje,Pre-neorrealismo y neorrealismo italiano,,,,
Gente de Cine,Argentina,Buenos Aires,1952,diciembre,9,"Alemania, año cero","Germania, anno zero",Roberto Rossellini,1948,Italia,largometraje,Pre-neorrealismo y neorrealismo italiano,,preestreno,Cinematográfica Independencia,
Gente de Cine,Argentina,Buenos Aires,1952,diciembre,13,Cielo sobre el pantano,Cielo sulla palude,agostoo Genina,1949,Italia,largometraje,Pre-neorrealismo y neorrealismo italiano,,,,
Gente de Cine,Argentina,Buenos Aires,1952,marzo,15,Un domingo de verano,Domenica d'Agosto,Luciano Emmer,1950,Italia,largometraje,Pre-neorrealismo y neorrealismo italiano,,preestreno,Ital Sud,
Gente de Cine,Argentina,Buenos Aires,1952,,,Napolés millonaria,Napoli milionaria,Eduardo de Filippo,1950,Italia,largometraje,Pre-neorrealismo y neorrealismo italiano,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Humberto D.,Umberto D.,Vittorio de Sica,1951,Italia,largometraje,Pre-neorrealismo y neorrealismo italiano,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1952,junio,17,,La vie dramatique d'Utrillo,Pierre-Gaspard-Huit,1950,Francia,corto,Documentales de arte francés,,,,
Gente de Cine,Argentina,Buenos Aires,1952,julio,22,Braque,Brâque,André Bureau,1950,Francia,corto,Documentales de arte francés,,,,film attributed to Frederique Durand
Gente de Cine,Argentina,Buenos Aires,1952,julio,22,El calderero,Le chaudronnier,Georges Rouquier,1950,Francia,corto,Documentales de arte francés,,,,
Gente de Cine,Argentina,Buenos Aires,1952,julio,22,Imágenes góticas,Images gothiques,Maurice Cloche,1950,Francia,corto,Documentales de arte francés,,,,
Gente de Cine,Argentina,Buenos Aires,1952,julio,,,Toulouse-Lautrec,Robert Hessens,1950,Francia,corto,Documentales de arte francés,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,,Gaugin,Alain Resnais,1950,Francia,corto,Documentales de arte francés,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,,Napoleon Bonaparte,Jean Tedesco,1951,Francia,corto,Documentales de arte francés,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,,L'affaire Manet,Jean Aurel,1951,Francia,corto,Documentales de arte francés,,,,
Gente de Cine,Argentina,Buenos Aires,1952,junio,20,Historia del 900,,Hugo del Carril,1949,Argentina,largometraje,Homenaje a Hugo del Carril,,,,
Gente de Cine,Argentina,Buenos Aires,1952,junio,20,El negro que tenía el alma blanca,,Hugo del Carril,1951,Argentina,largometraje,Homenaje a Hugo del Carril,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1952,junio,20,Las aguas bajan turbias,,Hugo del Carril,1951,Argentina,largometraje,Homenaje a Hugo del Carril,,preestreno; fragmento,,
Gente de Cine,Argentina,Buenos Aires,1952,julio,12,La batalla del riel,La bataille du rail,René Clément,1945,Francia,largometraje,Homenaje a René Clément,,,,
Gente de Cine,Argentina,Buenos Aires,1952,julio,19,Papá Martín,La père tranquille,René Clément,1946,Francia,largometraje,Homenaje a René Clément,,,,
Gente de Cine,Argentina,Buenos Aires,1952,agosto,23,La bella y la bestia,La belle et le bête,Jean Cocteau,1946,Francia,largometraje,Homenaje a René Clément,,,,
Gente de Cine,Argentina,Buenos Aires,1952,agosto,30,Los malditos,Les maudits,René Clément,1947,Francia,largometraje,Homenaje a René Clément,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1952,julio,15,Viva la audacia,Sherlock Jr.,Buster Keaton,1924,Estados Unidos,largometraje,Cine cómico norteamericano,,,,
Gente de Cine,Argentina,Buenos Aires,1952,julio,15,Tres locos a bordo,Monkey Business,Norman McLeod,1931,Estados Unidos,largometraje,Cine cómico norteamericano,,,,
Gente de Cine,Argentina,Buenos Aires,1952,agosto,16,El ocaso de una vida,Sunset Boulevard,Billy Wilder,1950,Estados Unidos,largometraje,El drama de Hollywood,,,,
Gente de Cine,Argentina,Buenos Aires,1952,agosto,13,La vida nocturna de los dioses,Night Life of the Gods,Lowell Sherman,1935,Estados Unidos,largometraje,La farsa de lo irreal,,,,
Gente de Cine,Argentina,Buenos Aires,1952,agosto,13,El hombre de los milagros,The Man who Could Work Miracles,Lothar Mendes,1937,Reino Unido,largometraje,La farsa de lo irreal,,,,
Gente de Cine,Argentina,Buenos Aires,1952,agosto,20,Alraune o la Mandrágora,Araune,Henrik Galeen,1928,Alemania,largometraje,Lo sobrenatural en el cine alemán,,,,
Gente de Cine,Argentina,Buenos Aires,1952,agosto,20,El estudiante de Praga,Der Student von Prag,Arthur Robison,1937,Alemania,largometraje,Lo sobrenatural en el cine alemán,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1952,agosto,27,El ángel azul,Der blaue engel,Josef von Sternberg,1930,Alemania,largometraje,De la obra de Josef von Sternberg,,,,
Gente de Cine,Argentina,Buenos Aires,1952,septiembre,3,Fatalidad,Dishonored,Josef von Sternberg,1931,Estados Unidos,largometraje,De la obra de Josef von Sternberg,,,,
Gente de Cine,Argentina,Buenos Aires,1952,agosto,27,El expreso de Shanghai,Shanghai Express,Josef von Sternberg,1932,Estados Unidos,largometraje,De la obra de Josef von Sternberg,,,,
Gente de Cine,Argentina,Buenos Aires,1952,julio,8,Eterna ilusión,Rendez-vous de Juillet,Jacques Becker,1949,Francia,largometraje,Los premios 1951 en Gente de Cine,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1952,julio,8,Los isleros,Los isleros,Lucas Demare,1951,Argentina,largometraje,Los premios 1951 en Gente de Cine,,,,
Gente de Cine,Argentina,Buenos Aires,1952,septiembre,3,El extraño,The Stranger,Orson Welles,1946,Estados Unidos,largometraje,De la obra de Orson Welles,,,,
Gente de Cine,Argentina,Buenos Aires,1952,septiembre,10,La dama de Shanghai,The Lady from Shanghai,Orson Welles,1947,Estados Unidos,largometraje,De la obra de Orson Welles,,,,
Gente de Cine,Argentina,Buenos Aires,1952,septiembre,10,La tragedia de Macbeth,Macbeth,Orson Welles,1948,Estados Unidos,largometraje,De la obra de Orson Welles,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1952,septiembre,6,Nana,Nana,Jean Renoir,1926,Francia,largometraje,De la obra de Claude Autant-Lara,,fragmento,,
Gente de Cine,Argentina,Buenos Aires,1952,,,El correo de Lyon,L'affaire du courrier de Lyon,Maurice Lehmann,1937,Francia,largometraje,De la obra de Claude Autant-Lara,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,El pecado de todos,Le ruisseau,Maurice Lehmann,1938,Francia,largometraje,De la obra de Claude Autant-Lara,,,,
Gente de Cine,Argentina,Buenos Aires,1952,septiembre,6,Cartas de amor,Lettres d'amour,Claude Autant-Lara,1942,Francia,largometraje,De la obra de Claude Autant-Lara,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1952,septiembre,13,Pasión de una noche,Douce,Claude Autant-Lara,1945,Francia,largometraje,De la obra de Claude Autant-Lara,,,,
Gente de Cine,Argentina,Buenos Aires,1952,septiembre,13 and 20,Silvia y el fantasma,Sylvie et le fantôme,Claude Autant-Lara,1946,Francia,largometraje,De la obra de Claude Autant-Lara,,preestreno; fragmento,,
Gente de Cine,Argentina,Buenos Aires,1952,septiembre,20,El diablo y la dama,Le diable au corps,Claude Autant-Lara,1947,Francia,largometraje,De la obra de Claude Autant-Lara,,,,
Gente de Cine,Argentina,Buenos Aires,1952,septiembre,17,La dolorosa,La dolorosa,Jean Grémillon,1934,España,largometraje,De la obra de Jean Gremillon,,fragmento,,
Gente de Cine,Argentina,Buenos Aires,1952,septiembre,17,El vals del emperador,Valse royale,Jean Grémillon,1936,"Francia, Alemania",largometraje,De la obra de Jean Gremillon,,,,
Gente de Cine,Argentina,Buenos Aires,1952,septiembre,17,Aguas borrascosas,Remorques,Jean Grémillon,1941,Francia,largometraje,De la obra de Jean Gremillon,,,,
Gente de Cine,Argentina,Buenos Aires,1952,septiembre,9 and 16,Lumière d'été,Lumière d'été,Jean Grémillon,1943,Francia,largometraje,De la obra de Jean Gremillon,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1952,septiembre,27,Heroica pasión,Le ciel est à vous,Jean Grémillon,1944,Francia,largometraje,De la obra de Jean Gremillon,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1952,septiembre,16 and 23,Nous les gosses,Nous les gosses,Louis Daquin,1941,Francia,largometraje,De la obra de Louis Daquin,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Alma de alpinista,Premier de cordée,Louis Daquin,1944,Francia,largometraje,De la obra de Louis Daquin,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Les frères Bouquinquant,Les frères Bouquinquant,Louis Daquin,1948,Francia,largometraje,De la obra de Louis Daquin,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1952,septiembre,24,Rayando el sol,Rayando el sol,Roberto Gavaldón,1944,México,largometraje,Primeros films de Roberto Gavaldón,,,,
Gente de Cine,Argentina,Buenos Aires,1952,septiembre,24,La barraca,La baracca,Roberto Gavaldón,1946,México,largometraje,Primeros films de Roberto Gavaldón,,,,
Gente de Cine,Argentina,Buenos Aires,1952,diciembre,17,El monstruo de barro ,Le golem,Julien Duvivier,1936,"Francia, Checoslovaquia",largometraje,Revisión de cine francés,,,Monitor,
Gente de Cine,Argentina,Buenos Aires,1952,,,La gran ilusión,La grande illusion,Jean Renoir,1937,Francia,largometraje,Revisión de cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,La muelle de las brumas,Quai des brumes,Marcel Carné,1938,Francia,largometraje,Revisión de cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,La bestia humana,La bête humaine,Jean Renoir,1939,Francia,largometraje,Revisión de cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1952,diciembre,2,Las damas del bosque de Bolonia,Les dames du Bois de Boulogne,Robert Bresson,1944,Francia,largometraje,Revisión de cine francés,,preestreno,Alianza Franciasa,
Gente de Cine,Argentina,Buenos Aires,1952,diciembre,17,Pánico,Panique,Julien Duvivier,1947,Francia,largometraje,Revisión de cine francés,,,AAA,
Gente de Cine,Argentina,Buenos Aires,1952,,,Dernières vacances,Dernières vacances,Roger Leenhardt,1949,Francia,largometraje,Revisión de cine francés,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1952,diciembre,20,El secreto de mayoerling,Le secret de mayoerling,Jean Delannoy,1949,Francia,largometraje,Revisión de cine francés,,preestreno,Cinematográfica Independencia,
Gente de Cine,Argentina,Buenos Aires,1952,,,Al caer la noche,Night Must Fall,Richard Thorpe,1937,Estados Unidos,largometraje,"Robert Montgomery, actor y director",,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,"Ama, vive y aprende","Live, Love and Learn",George Fitzmaurice,1937,Estados Unidos,largometraje,"Robert Montgomery, actor y director",,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Fuimos los sacrificados,They Were Expendable,John Ford,1945,Estados Unidos,largometraje,"Robert Montgomery, actor y director",,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,El conde de Chicago,The Earl of Chicago,Richard Thorpe,1939,Estados Unidos,largometraje,"Robert Montgomery, actor y director",,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,La dama en el lago,Lady in the Lake,Robert Montgomery,1946,Estados Unidos,largometraje,"Robert Montgomery, actor y director",,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Del lodo brotó una flor,Ride the Pink Horse,Robert Montgomery,1947,Estados Unidos,largometraje,"Robert Montgomery, actor y director",,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,No toques el banjo,Ragtime Bear,John Hubley,1949,Estados Unidos,corto,Dibujos animados de la serie de U.P.A.,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,El galgo cazador,Spellbound Hound,"Pete Burness, John Hubley",1950,Estados Unidos,corto,Dibujos animados de la serie de U.P.A.,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,La hija del minero,The Miner's Daughter,"Robert Cannon, John Hubley",1950,Estados Unidos,corto,Dibujos animados de la serie de U.P.A.,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,"Arre, caballo",Giddyap,Art Babbitt,1950,Estados Unidos,corto,Dibujos animados de la serie de U.P.A.,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Seguro arriesgado,Trouble Indemnity,"Pete Burness, John Hubley",1950,Estados Unidos,corto,Dibujos animados de la serie de U.P.A.,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Mi casa en venta,Bungled Bungalow,"Pete Burness, John Hubley",1951,Estados Unidos,corto,Dibujos animados de la serie de U.P.A.,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Celos infantiles,Family Circus,"Art Babbitt, John Hubley",1951,Estados Unidos,corto,Dibujos animados de la serie de U.P.A.,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Jorge y el dragón,Georgie and the Dragon,"Robert Cannon, John Hubley",1951,Estados Unidos,corto,Dibujos animados de la serie de U.P.A.,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Tumultos,Tumultes,Robert Siodmak,1932,Alemania,largometraje,De la obra de Robert Siodmak,,,,French-language version
Gente de Cine,Argentina,Buenos Aires,1952,,,El misterioso Mr. Flow,Mr. Flow,Robert Siodmak,1936,Francia,largometraje,De la obra de Robert Siodmak,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1952,,,A medianoche en París,Pièges,Robert Siodmak,1939,Francia,largometraje,De la obra de Robert Siodmak,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,La dama fantasma,Phantom Lady,Robert Siodmak,1943,Estados Unidos,largometraje,De la obra de Robert Siodmak,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,"M, el vampiro negro","M, ein stadt sucht einen morder",Fritz Lang,1931,Alemania,largometraje,Fritz Lang en el comienzo del sonoro,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1952,,,El testamento del doctor Mabuse,Das testament von doktor Mabuse,Fritz Lang,1932,Alemania,largometraje,Fritz Lang en el comienzo del sonoro,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Gunga Din,Gunga Din,George Stevens ,1939,Estados Unidos,largometraje,De la obra de George Stevens,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,La mujer del año,Woman of the Year,George Stevens ,1942,Estados Unidos,largometraje,De la obra de George Stevens,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,El amor llamó dos veces,The More the Merrier,George Stevens ,1943,Estados Unidos,largometraje,De la obra de George Stevens,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Recuerdos de mi madre,I Remember Mama,George Stevens ,1947,Estados Unidos,largometraje,De la obra de George Stevens,,,,
Gente de Cine,Argentina,Buenos Aires,1952,diciembre,3,Don Quijote,Don Quichotte,Georg Wilhelm Pabst,1933,"Francia, Reino Unido",largometraje,De la obra de G.W. Pabst,,repetición,Dirección General de Espectáculos Públicos,
Gente de Cine,Argentina,Buenos Aires,1952,diciembre,3,El drama de Shanghai,Le drame de Shanghai,Georg Wilhelm Pabst,1938,Francia,largometraje,De la obra de G.W. Pabst,,,Adoca,
Gente de Cine,Argentina,Buenos Aires,1952,diciembre,10,La locura del jazz,Syncopation,William Dieterle,1941,Estados Unidos,largometraje,El jazz en el cine americano,,repetición,RKO,
Gente de Cine,Argentina,Buenos Aires,1952,diciembre,10,Una cabaña en las nubes,Cabin in the Sky,Vincente Minnelli,1942,Estados Unidos,largometraje,El jazz en el cine americano,,,Metro Goldwyn mayoer,
Gente de Cine,Argentina,Buenos Aires,1952,diciembre,16,Coal Face,Coal Face,Alberto Cavalcanti,1935,Reino Unido,corto,Cine documental y plástico,,,Cinemateca Uruguaya,No Spanish subtitles
Gente de Cine,Argentina,Buenos Aires,1952,,,Sinfonia en negro,Black Symphony,Desconocido,1937,Desconocido,Desconocido,Cine documental y plástico,,,,
Gente de Cine,Argentina,Buenos Aires,1952,mayo,31,Londres musical,Desconocido,Desconocido,1937,Reino Unido,Desconocido,Cine documental y plástico,,,,
Gente de Cine,Argentina,Buenos Aires,1952,mayo,31,Londres terminal,London Terminus,George Cooper,1944,Reino Unido,corto,Cine documental y plástico,,repetición,,Available at https://film.britishcouncil.org/resources/film-archive/london-terminus; dated to 1938 in program
Gente de Cine,Argentina,Buenos Aires,1952,mayo,24,Noche de primavera,Spring Night,Tatiana Tuttle,1935,Reino Unido,corto,Cine documental y plástico,,,,
Gente de Cine,Argentina,Buenos Aires,1952,mayo,24,Compás futurista,,,,Desconocido,,,,,,
Gente de Cine,Argentina,Buenos Aires,1952,mayo,24,Viento de azúcar,Desconocido,Charles V. Herbert,1940,Desconocido,Desconocido,Cine documental y plástico,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1952,diciembre,16,El poder y la tierra,Power and the Land,Joris Ivens,1940,Estados Unidos,corto,Cine documental y plástico,,,Cinemateca Uruguaya,No Spanish subtitles
Gente de Cine,Argentina,Buenos Aires,1952,agosto,29,Tiempo en el sol,,,,"México, Estados Unidos",,,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Desconocido,Autour d'un film de montagne,Alain Pol,1943,Francia,corto,Cine documental y plástico,,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,La fuerza bruta,Of Mice and Men,Lewis Milestone,1939,Estados Unidos,largometraje,De la obra de Lewis Milestone,,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Un paseo en el sol,A Walk in the Sun,Lewis Milestone,1946,Estados Unidos,largometraje,De la obra de Lewis Milestone,,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Tiempo en el sol,Time in the Sun,Marie Seton,1940,"México, Estados Unidos",largometraje,Eisenstein y su influencia en México,,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Los de abajo,Los de abajo,Chano Urueta,1940,México,largometraje,Eisenstein y su influencia en México,,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Desconocido,Le rideau cramoisi,Alexandre Astruc,1952,Francia,corto,Homenaje personal a Alexandre Astruc,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Noticiero argentino,Noticiero argentino,Desconocido,1912,Argentina,corto,Diferentes estilos de cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Noticiero Pathé,Pathé journal,Pathé,1913,Francia,corto,Diferentes estilos de cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Bizarro soldado,Desconocido,Desconocido,1915,Desconocido,Desconocido,Diferentes estilos de cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,La melodía del mundo,Melodie der welt,Walter Ruttman,1929,Alemania,corto,Diferentes estilos de cine documental,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1953,octubre,9,Zuiderzee,Zuiderzeewerken,Joris Ivens,1930,Holanda,corto,Diferentes estilos de cine documental,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1953,octubre,18 and 23,El hombre de Aran,Man of Aran,Robert Flaherty,1934,Reino Unido,largometraje,Diferentes estilos de cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1953,noviembre,20,El rey de Mont Blanc,Der König vom Montblanc,Arnold Fanck,1934,Alemania,largometraje,Diferentes estilos de cine documental,,not a documentary,,
Gente de Cine,Argentina,Buenos Aires,1953,octubre,10 and 11,Tigre,Tigre,Carlos Alberto Pessano,1941,Argentina,corto,Diferentes estilos de cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1953,octubre,24 and 25,Playa Grande,Playa Grande,Carlos Alberto Pessano,1943,Argentina,corto,Diferentes estilos de cine documental,,,,Available at https://patrimonio.archivioluce.com/luce-web/detail/IL3000052414/1/rocciatori-ed-aquile.html?startPage=0
Gente de Cine,Argentina,Buenos Aires,1953,,,Desconocido,Rocciatori ed Aquile,Arturo Gemmiti,1942,Italia,corto,Diferentes estilos de cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,La gaviota o la lucha por la vida,Trut!,Arne Sucksdorff,1944,Suecia,corto,Diferentes estilos de cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1953,octubre,3 and 4,Restos,Épaves,Jacques-Yves Cousteau,1946,Francia,corto,Diferentes estilos de cine documental,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Caballo salvaje,Desconocido,Desconocido,1945,Desconocido,Desconocido,Diferentes estilos de cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1953,noviembre,20,Temerarios,The Overlanders,Harry Watt,1946,Reino Unido,corto,Diferentes estilos de cine documental,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Tempestad sobre los Alpes,Tempête sur les Alpes,Marcel Ichac,1946,Francia,corto,Diferentes estilos de cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1953,agosto,21,La batalla del agua pesada,La bataille de l'eau lourde,Titus Vibe-Müller,1948,"Francia, Noruega",largometraje,Diferentes estilos de cine documental,,preestreno; film is a historical reconstruction,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Ritmo de una ciudad,Människor i Stad,Arne Sucksdorff,1947,Suecia,corto,Diferentes estilos de cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1953,octubre,9,La obra científica de Pasteur,L'oeuvre scientifique de Pasteur,"Georges Rouquier, Jean Painlevé",1947,Francia,corto,Diferentes estilos de cine documental,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1953,mayo,2,Balzac,Balzac,Jean Vidal,1951,Francia,corto,Diferentes estilos de cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1953,junio,27 and 28,Desconocido,Le chèvre de Monsieur Seguin,François Gir,1950,Francia,corto,Diferentes estilos de cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1953,julio,3,Saint-Paul-de-Vence,Saint Paou AKA Saint-Paul-de-Vence,Robert Mariaud,1951,Francia,corto,Diferentes estilos de cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1953,agosto,7,Monsieur Fabre,Monsieur Fabre,Henri Diamant-Berger,1951,Francia,largometraje,Diferentes estilos de cine documental,,"preestreno; biopic, not a documentary",,
Gente de Cine,Argentina,Buenos Aires,1953,mayo,2,Colette,Colette,Yannick Bellon,1951,Francia,corto,Diferentes estilos de cine documental,,,,
