Nombre del club,País,Ciudad,Año de la proyección,Mes de la proyección ,Día de la proyección,Título en español,Título original,Director,Año de producción,País de producción,Corto/largometraje,Ciclo,Lugar de proyección,"Tipo de proyección (repetiticiones, fragmentoos)",Procedencia,Otras notes
Gente de Cine,Argentina,Buenos Aires,1944,,,Anecdotario del ejército,Desconocido,Desconocido,Desconocido,Estados Unidos,corto,Documentales y dibujos norteamericanos,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Campeón olímpico,The Olympic Champ,Walt Disney,1942,Estados Unidos,corto,Documentales y dibujos norteamericanos,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,"Acero, el esclavo del hombre","Steel, Man's Servant",U.S. Steel Corp. of Delaware,1938,Estados Unidos,corto,Documentales y dibujos norteamericanos,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,La peste alada,Winged Scourge,Walt Disney,1943,Estados Unidos,corto,Documentales y dibujos norteamericanos,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Así es la vida,That's Life,Francisco Mugica,1939,Argentina,largometraje,Actores argentinos: Enrique Muiño,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,El cura gaucho,El cura gaucho,Lucas Demare,1941,Argentina,largometraje,Actores argentinos: Enrique Muiño,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1944,,,El viejo hucha,El viejo hucha,Lucas Demare,1942,Argentina,largometraje,Actores argentinos: Enrique Muiño,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1944,,,La guerra gaucha,La guerra gaucha,Lucas Demare,1942,Argentina,largometraje,Actores argentinos: Enrique Muiño,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Mamá soltera,Bachelor Mother,Garson Kanin,1939,Estados Unidos,largometraje,De la obra de Garson Kanin,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1944,,,La mujer del otro,They Knew what They Wanted,Garson Kanin,1940,Estados Unidos,largometraje,De la obra de Garson Kanin,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Sus tres amores,"Tom, Dick, and Harry",Garson Kanin,1941,Estados Unidos,largometraje,De la obra de Garson Kanin,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,La carreta,The Covered Wagon,James Cruze,1923,Estados Unidos,largometraje,Cine épico norteamericano,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,El hada de la juventud,Fée de la jeunesse,Gaumont,1906,Francia,corto,Primitivos Franciases,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,"Corazón de una madre, El",Coeur de mère,Pathé? (see Other Information),1909,Francia,corto,Primitivos Franciases,,,,A positive identification of a Pathé film with this title and year could not be made; it mayo be a 1909 film produced by Ambrosio
Gente de Cine,Argentina,Buenos Aires,1944,,,Los tres vecinos,Les trois voisins,Pathé,1909,Francia,corto,Primitivos Franciases,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Las tres luces,Der müde Tod,Fritz Lang,1921,Alemania,largometraje,Los comienzos de Fritz Lang,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Nuestro pueblo,Our Town,Sam Wood,1940,Estados Unidos,largometraje,El teatro en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Un sombrero de paja de Italia,Un chapeau de paille d'Italie,René Clair,1927,Francia,largometraje,De la obra de René Clair,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,París que ríe,14 Juillet,René Clair,1933,Francia,largometraje,De la obra de René Clair,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Salvado del crimen,Rescued by Rover?,Cecil Hepworth?,1906,Reino Unido,largometraje,Aspectos del cine británico,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Estrellas fugaces,Shooting Stars,Anthony Asquith,1927,Reino Unido,largometraje,Aspectos del cine británico,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,El hombre de Aran,Man of Aran,Robert Flaherty,1933,Reino Unido,largometraje,Aspectos del cine británico,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Rapsodia de vacaciones,Man of Aran,Carol Reed,1937,Reino Unido,largometraje,Aspectos del cine británico,,,,Available at https://film.britishcouncil.org/resources/film-archive/london-terminus; dated to 1938 in program
Gente de Cine,Argentina,Buenos Aires,1944,,,Londres terminal,London Terminus,George Cooper,1944,Reino Unido,largometraje,Aspectos del cine británico,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Flores animadas,"Fée des fleurs, La ou le miroir de Cagliostro",Georges Méliès,1905,Francia,corto,Cortometraje,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,El operador solitario [sic],The Lonedale Operator,D.W. Griffith,1911,Estados Unidos,corto,Cortometraje,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,El poder de la inocencia,The Musketeers of Pig Alley,D.W. Griffith,1911,Estados Unidos,corto,Cortometraje,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,"Agonía de un espía, La","Bridge, The",King Vidor,1929,Estados Unidos,corto,Cortometraje,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,El corazón delator,The Tell-Tale Heart,Jules Dassin,1941,Estados Unidos,corto,Cortometraje,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Poema óptico,Optical Poem,Oskar Fischinger,1937,Estados Unidos,corto,Cortometraje,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Londres sabe sufrir,London Can Take It!,Quentin Reynolds,1940,Reino Unido,corto,Cortometraje,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Razón y emoción ,Reason and Emotion,Walt Disney,1940,Estados Unidos,corto,Cortometraje,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Alegría parisién,The Gay Parisian,Jean Negulesco,1941,Estados Unidos,corto,Cortometraje,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,"Lago de los cisnes, El",Desconocido,Desconocido,Desconocido,Desconocido,corto,Cortometraje,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Estrellas en la guerra,Desconocido,Desconocido,Desconocido,Desconocido,corto,Cortometraje,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Barcarola de amor,"A tout court, or La barcerolle d'amour",Henry Roussel,1931,"Francia, Alemania",largometraje,"Galanes de la pantalla, Charles Boyer",,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,El Jardín de Alá,"Garden of Allah, The",Richard Boleslawski,1936,Estados Unidos,largometraje,"Galanes de la pantalla, Charles Boyer",,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Maria Walewska,Conquest,Clarence Brown,1937,Estados Unidos,largometraje,"Galanes de la pantalla, Charles Boyer",,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Tempestad,Orage,Marc Allégret,1938,Francia,largometraje,"Galanes de la pantalla, Charles Boyer",,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Seis destinos,Tales of Manhattan,Julien Duvivier,1942,Estados Unidos,largometraje,"Galanes de la pantalla, Charles Boyer",,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,La madre,Mat,Vsevolod Pudovkin,1926,Unión Soviética,largometraje,Comedia y drama en el cine ruso,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,La chica de los sombreros,Devushka s korobkoy,Boris Barnet,1928,Unión Soviética,largometraje,Comedia y drama en el cine ruso,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,"Marca de la pantera, La",Cat People,Jacques Tourneur,1942,Estados Unidos,largometraje,El tema de lo sobrenatural,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,"Voz en la tormenta, Una",Voice in the Wind,Arthur Ripley,1944,Estados Unidos,largometraje,El tema de lo sobrenatural,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Baja traición,The Informer,Arthur Robinson,1929,Reino Unido,largometraje,Liam O'Flaherty en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,El gabinete del Dr. Caligari,Das Cabinet des Dr. Caligari,Robert Wiene,1920,Alemania,largometraje,El expresionismo alemán y su evolución posterior,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,La Cenicienta,Der verlorene Schuh,Ludwig Berger,1924,Alemania,largometraje,El expresionismo alemán y su evolución posterior,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Fausto,Faust,F.W. Murnau,1926,Alemania,largometraje,El expresionismo alemán y su evolución posterior,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Metrópolis,Metropolis,Fritz Lang,1927,Alemania,largometraje,El expresionismo alemán y su evolución posterior,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Manon Lescaut,Manon Lescaut,Arthur Robison,1926,Alemania,largometraje,El expresionismo alemán y su evolución posterior,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,"La rosa de Flandes,",Les opprimés,Henry Roussel,1923,Francia,largometraje,Final del período francés mudo (1923-1927),,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Rostros de niños,Visages d'enfants,Jacques Feyder,1923,Francia,largometraje,Final del período francés mudo (1923-1927),,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,La tierra prometida,La terre promise,Henry Roussel,1924,Francia,largometraje,Final del período francés mudo (1923-1927),,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Pescadores de Islandia,Pecheurs d'Islande,Jacques de Baroncelli,1924,Francia,largometraje,Final del período francés mudo (1923-1927),,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,El viaje imaginario,Le voyage imaginaire,René Clair,1925,Francia,largometraje,Final del período francés mudo (1923-1927),,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,El jugador de ajedrez,Le joueur d'échecs,Raymond Bernard,1926,Francia,largometraje,Final del período francés mudo (1923-1927),,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Carmen,Carmen,Jacques Feyder,1926,Francia,largometraje,Final del período francés mudo (1923-1927),,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,La presa del viento,La proie du vent,René Clair,1926,Francia,largometraje,Final del período francés mudo (1923-1927),,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Napoleón,Napoléon,Abel Gance,1927,Francia,largometraje,Final del período francés mudo (1923-1927),,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,La vida maravillosa de Juana de Arco,La merveilleuse Vie de Jeanne d'Arc,Marco de Gastyne,1927,Francia,largometraje,Final del período francés mudo (1923-1927),,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Un sombrero de paja de Italia,Un chapeau de paille d'Italie,René Clair,1927,Francia,largometraje,Final del período francés mudo (1923-1927),,repetición,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Cuidado con las fieras,Desconocido,Desconocido,Desconocido,Estados Unidos,corto,Cómicos y dibujos norteamericanos mudos,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Mi automóvil,Desconocido,Desconocido,Desconocido,Estados Unidos,corto,Cómicos y dibujos norteamericanos mudos,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,"Casa encantada, La",Desconocido,Desconocido,Desconocido,Estados Unidos,corto,Cómicos y dibujos norteamericanos mudos,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Carlitos de partido doble,The Idle Class,Charles Chaplin,1921,Estados Unidos,corto,Cómicos y dibujos norteamericanos mudos,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Nick y Nack profesores de pesca con caña,Desconocido,Harry Grey,Desconocido,Estados Unidos,corto,Cómicos y dibujos norteamericanos mudos,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Nick y Nack profesores de baile,Desconocido,Harry Grey,Desconocido,Estados Unidos,corto,Cómicos y dibujos norteamericanos mudos,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,El hombre que sabía demasiado,The Man Who Knew Too Much,Alfred Hitchcock,1934,Estados Unidos,largometraje,De la obra de Alfred Hitchcock,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,El agente secreto,Secret Agent,Alfred Hitchcock,1936,Estados Unidos,largometraje,De la obra de Alfred Hitchcock,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Intermezzo,Intermezzo,Gregory Ratoff,1939,Estados Unidos,largometraje,Las grandes actrices: Ingrid Bergman,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Alma en la sombra,Rage in Heaven,W.S. Van Dyke,1941,Estados Unidos,largometraje,Las grandes actrices: Ingrid Bergman,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Kean,Kean,Alexandre Volkoff,1923,Francia,largometraje,Final del período francés mudo (1923-1927),,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Rostros de niños,Visages d'enfants,Jacques Feyder,1923,Francia,largometraje,Final del período francés mudo (1923-1927),,repetición,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Napoleón,Napoléon,Abel Gance,1927,Francia,largometraje,Final del período francés mudo (1923-1927),,repetición,,
Gente de Cine,Argentina,Buenos Aires,1946,,,La vida maravillosa de Juana de Arco,La merveilleuse vie de Jeanne d'Arc,Marco de Gastyne,1927,Francia,largometraje,Final del período francés mudo (1923-1927),,repetición,,
Gente de Cine,Argentina,Buenos Aires,1946,,,El gabinete del Dr. Caligari,Das Cabinet des Dr. Caligari,Robert Wiene,1920,Alemania,largometraje,Cine alemán mudo,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1946,,,La Cenicienta,Der verlorene Schuh,Ludwig Berger,1924,Alemania,largometraje,Cine alemán mudo,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1946,,,La crónica de Grieshuss,Zur chronik von Grieshuus,Arthur von Gerlach,1925,Alemania,largometraje,Cine alemán mudo,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Celos,Eifersucht,Karl Grüne,1925,Alemania,largometraje,Cine alemán mudo,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,"Miguel Strogoff, el correo secreto del Zar","Michel Strogoff, der kurier des Zaren",Viktor Tourjansky,1925,Alemania,largometraje,Cine alemán mudo,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Fausto,Faust,F.W. Murnau,1926,Alemania,largometraje,Cine alemán mudo,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Metrópolis,Metropolis,Fritz Lang,1927,Alemania,largometraje,Cine alemán mudo,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Manon Lescaut,Manon Lescaut,Arthur Robison,1926,Alemania,largometraje,Cine alemán mudo,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Baja traición,The Informer,Arthur Robinson,1929,Reino Unido,largometraje,Liam O'Flaherty en el cine,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Un pacto con el diablo,All That Money Can Buy,William Dieterle,1941,Estados Unidos,largometraje,El tema de lo sobrenatural,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,El viaje imaginario,Le voyage imaginaire,René Clair,1925,Francia,largometraje,De la obra de René Clair,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1946,,,La presa del viento,La proie du vent,René Clair,1926,Francia,largometraje,De la obra de René Clair,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Un sombrero de paja de Italia,Un chapeau de paille d'Italie,René Clair,1927,Francia,largometraje,De la obra de René Clair,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Canción de cuna,Canción de cuna,Gregorio Martínez Sierra,1941,Argentina,largometraje,Aspectos del cine argentino,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,En el viejo Buenos Aires,En el viejo Buenos Aires,Antonio Momplet,1942,Argentina,largometraje,Aspectos del cine argentino,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Ceniza al viento,Ceniza al viento,Luis Saslavsky,1942,Argentina,largometraje,Aspectos del cine argentino,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Cuando florezca el naranjo,Cuando florezca el naranjo,Alberto de Zavalía,1943,Argentina,largometraje,Aspectos del cine argentino,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Nuestra Natacha,Nuestra Natacha,Alberto de Zavalía,1944,Argentina,largometraje,Aspectos del cine argentino,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,El ciudadano,Citizen Kane,Orson Welles,1941,Estados Unidos,largometraje,El aporte de Orson Welles,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Flores animadas,La fée des fleurs,Georges Méliès,1905,Francia,corto,Primitivos Franciases e italianos,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Ladrones de la pradera,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Primitivos Franciases e italianos,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Fuego purificador,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Primitivos Franciases e italianos,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Alma de tigre,The Tiger's Trail,"Robert Ellis, Louis J. Gasnier, Paul Hurst",1919,Estados Unidos,serial,El film en episodios americano,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,El acorazado Potemkin,Bronenosets Potyomkin,Sergei Eisenstein,1925,Unión Soviética,largometraje,Aspectos del cine ruso,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,La madre,Mat,Vsevolod Pudovkin,1926,Unión Soviética,largometraje,Aspectos del cine ruso,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1946,,,"La nueva Babilonia, o La Comuna de París",Novui Babylon,"Grigori Kozintzev, Leonid Trauberg",1928,Unión Soviética,largometraje,Aspectos del cine ruso,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,El nuevo Gulliver,Novyy Gullivyer,Aleksandr Ptushko,1934,Unión Soviética,largometraje,Aspectos del cine ruso,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Trozos del swing,Swing Styles,Lloyd French,1939,Estados Unidos,corto,El jazz en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Cancioneros de otros días,Minstrel Days,Bobby Connolly,1941,Estados Unidos,corto,El jazz en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,El canto de la vida,Blues in the Night,Anatole Litvak,1941,Estados Unidos,largometraje,El jazz en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Sabroso y picante,The Birth of the Blues,Victor Schertzinger,1941,Estados Unidos,largometraje,El jazz en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,La locura del jazz,Syncopation,William Dieterle,1942,Estados Unidos,largometraje,El jazz en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,"Música, maestro",Desconocido,marzo of Time,1944,Estados Unidos,excerpt,El jazz en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,El secreto de Polinchela,Le secret de Polichinelle,André Berthomieu,1936,Francia,largometraje,Homenaje a Raimu,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Carnet de baile,Carnet de bal,Julien Duvivier,1937,Francia,largometraje,Homenaje a Raimu,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,El extraño señor Víctor,L'étrange Monsieur Victor,Jean Grémillon,1938,Francia,largometraje,Homenaje a Raimu,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Frenesí ,Desconocido,Alex Braner,1933,Suecia,largometraje,El drama realista en el cine sueco,,,,"This mayo be a film by Per-Axel Branner, but it could not be definitively identified with the available information"
Gente de Cine,Argentina,Buenos Aires,1946,,,"Melodía del mundo, La",Melodie der welt,Walter Ruttman,1929,Alemania,largometraje,El documental rítmico,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Antes que me muera,Angels over Broadway,Ben Hecht,1940,Estados Unidos,largometraje,"Ben Hecht, autor y director",,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,"Extraña aventura de David Gray, La",Vampyr,Carl Theodor Dreyer,1932,"Francia, Alemania",largometraje,El tema de los vampiros,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,"M, el vampiro negro","M, ein stadt sucht einen morder",Fritz Lang,1931,Alemania,largometraje,El tema de los vampiros,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El clarovidente,The Clairvoyant,Maurice Elvey,1935,Reino Unido,largometraje,El tema de lo sobrenatural,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La barquera María,Fährmann María ,Frank Wysbar,1936,Alemania,largometraje,El tema de lo sobrenatural,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El estudiante de Praga,Der student von Prag,Arthur Robison,1937,Alemania,largometraje,El tema de lo sobrenatural,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Horas robadas,On Borrowed Time,Harold S. Bucquet,1939,Estados Unidos,largometraje,El tema de lo sobrenatural,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El acorazado Potemkin,Bronenosets Potyomkin,Sergei Eisenstein,1925,Unión Soviética,largometraje,De la obra de Sergei Eisenstein,,repetición,,X'd out -canceled?
Gente de Cine,Argentina,Buenos Aires,1947,,,Octubre o el fin de un imperio,"Oktyabr, Desyat' dney kotorye potryasli mir",Sergei Eisenstein,1927,Unión Soviética,largometraje,De la obra de Sergei Eisenstein,,,,X'd out -canceled?
Gente de Cine,Argentina,Buenos Aires,1947,,,Alejandro Nevsky,Alexander Nevsky,Sergei Eisenstein,1928,Unión Soviética,largometraje,De la obra de Sergei Eisenstein,,,,X'd out -canceled?
Gente de Cine,Argentina,Buenos Aires,1947,,,Iván el terrible,Ivan Grozniy,Sergei Eisenstein,1943,Unión Soviética,largometraje,De la obra de Sergei Eisenstein,,,,X'd out -canceled?
Gente de Cine,Argentina,Buenos Aires,1947,,,La gran ilusión,La grande illusion,Jean Renoir,1937,Francia,largometraje,Los alegatos sociales,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Viñas de ira,Grapes of Wrath,John Ford,1940,Estados Unidos,largometraje,Los alegatos sociales,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El camino del tabaco,Tobacco Road,John Ford,1941,Estados Unidos,largometraje,Los alegatos sociales,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Conciencias muertas,The Ox-Bow Incident,William Wellman,1943,Estados Unidos,largometraje,Los alegatos sociales,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Melodía del mundo,Melodie der welt,Walter Ruttman,1929,Alemania,largometraje,Aspectos del cine documental,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El brujo blanco,Itto,"Jean Benoît-Levy, Marie Epstein",1934,Francia,largometraje,Aspectos del cine documental,,,,not a documentary
Gente de Cine,Argentina,Buenos Aires,1947,,,"Fecundidad y vida, Rayos X, Universo infinito",,UFA,Desconocido,Alemania,corto,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Marineros,Mariñeiros,José Suárez,1936,España,corto,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El gran impulso,Le grand élan,Christian-Jaque,1938,Francia,largometraje,Aspectos del cine documental,,,,not a documentary
Gente de Cine,Argentina,Buenos Aires,1947,,,Aventuras de Chico,Adventures of Chico,"Stacy Woodard, Horace Woodard",1939,Estados Unidos,corto,Aspectos del cine documental,,,,Fiction-documentary hybrid
Gente de Cine,Argentina,Buenos Aires,1947,,,Metal del cielo,Metall des himmels,Walter Ruttman,1934,Alemania,corto,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Viento de azúcar,Desconocido,Charles V. Herbert,1940,Desconocido,Desconocido,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Rodin,Rodin,René Lucot,1942,Francia,corto,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,"Reina de los mares, La","Fighting Lady, The",Edward Steichen,1944,Estados Unidos,corto,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La ley del gran amor,Zakonveliköi lyubvi,Boris Dolin,1944,Francia,corto,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,"Nacimiento del cine, El",La naissance du cinéma,Roger Leenhardt,1948,Francia,corto,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La batalla del riel,La bataille du rail,René Clement,1946,Francia,largometraje,Aspectos del cine documental,,,,not a documentary
Gente de Cine,Argentina,Buenos Aires,1947,,,Civilización etrusca,Civilitá etrusca,Giulio Morelli,1945,Italia,Desconocido,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Hitler vive?,Desconocido,Desconocido,1945,Desconocido,Desconocido,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Carta de París,Lettre de Paris,Roger Leenhardt,1946,Francia,corto,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Aubusson,Aubusson,Jean Lods,1946,Francia,corto,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Suite Varsovia,Suita warszawska,Tadeusz Makarczynski,1946,Polonia,corto,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El corazón delator,The Tell-Tale Heart,Jules Dassin,1942,Estados Unidos,largometraje,El suspenso,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La dama fantasma,Phantom Lady,Robert Siodmak,1943,Estados Unidos,largometraje,El suspenso,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Odio que mata,The Lodger,John Brahm,1944,Estados Unidos,largometraje,El suspenso,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Concierto macabro,Hangover Square,John Brahm,1945,Estados Unidos,largometraje,El suspenso,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Distinto amanecer,Distinto amanecer,Julio Bracho,1943,México,largometraje,Cine mexicano,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La barraca,La barraca,Roberto Gavaldón,1944,México,largometraje,Cine mexicano,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El gabinete del Dr. Caligari,Das Cabinet des Dr. Caligari,Robert Wiene,1919,Alemania,largometraje,Cine alemán mudo,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La Cenicienta,Der verlorene Schuh,Ludwig Berger,1924,Alemania,largometraje,Cine alemán mudo,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Pasiones desatadas,Nju,Paul Czinner,1924,Alemania,largometraje,Cine alemán mudo,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,"Crónica de Grieshuss, La",Zur chronik von Grieshuus,Arthur von Gerlach,1925,Alemania,largometraje,Cine alemán mudo,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Fausto,Faust,F.W. Murnau,1926,Alemania,largometraje,Cine alemán mudo,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Metrópolis,Metropolis,Fritz Lang,1927,Alemania,largometraje,Cine alemán mudo,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Composición en azul,Komposition in blau,Oskar Fischinger,1934,Alemania,corto,Films abstractos,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Poema óptico,Optical Poem,Oskar Fischinger,1937,Alemania,corto,Films abstractos,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1947,,,"Reina de las mariposas, la",La reine des papillons,Ladislas Starevich,1928,Francia,corto,Dibujos animados y titeres,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El diamante/Wupp in Afrika,Wupp filmt in Afrika,"Ferdinand Diehl, Hermann Diehl, Paul Diehl",1933,Alemania,corto,Dibujos animados y titeres,,,,
